word,count,mean,std,min,max
foiled,4,1.8042500000000001,0.5540665009725817,1.374,2.751
pecuniary,11,1.1746363636363635,0.554036472827503,0.066,1.879
awakening,18,1.073,0.554000300842277,0.23,2.361
signaling,2,1.993,0.554,1.439,2.547
conjuring,2,0.966,0.554,0.412,1.52
incrusted,2,1.933,0.554,1.379,2.487
smash,7,1.3624285714285715,0.5539362668711104,0.564,2.245
twins,19,1.0726315789473684,0.5538831541728403,0.355,2.23
urchin,4,0.61,0.5538646043935287,0.008,1.248
condiment,6,0.7728333333333333,0.5538334336442883,0.147,1.777
marauders,4,1.7865,0.5537081812651858,1.252,2.606
carbuncle,13,1.1266923076923077,0.5536933870509069,0.418,2.625
niggro,3,1.95,0.5536768010310709,1.167,2.346
envious,12,1.0574166666666667,0.553674612375255,0.278,2.339
sawyers,3,0.898,0.553668372463758,0.349,1.656
spellbound,3,1.4053333333333333,0.5536547259398727,0.925,2.181
climes,5,1.3824,0.5535455175502734,0.731,2.051
cheque,20,1.1829999999999998,0.5535425006266457,0.279,2.265
suggesting,10,1.5051,0.553514850749282,0.871,2.647
translations,6,1.5948333333333335,0.553462861345627,1.013,2.59
sloops,5,0.8118000000000001,0.553406685901065,0.017,1.409
trifled,7,1.639142857142857,0.5533873426637153,1.211,2.916
offenders,5,0.9460000000000001,0.5533581118950006,0.275,1.594
vulnerable,6,0.985,0.5533076299251017,0.142,1.713
can,2898,0.36824568668046925,0.5532912282463387,0.0,3.968
nip,5,0.6306,0.5532719403692907,0.119,1.675
asunder,15,1.0979999999999999,0.5532473828827993,0.221,2.334
commercially,3,0.7130000000000001,0.5532256923414409,0.185,1.477
vitally,3,0.9786666666666667,0.5531933557888136,0.236,1.563
newspapers,53,1.133188679245283,0.5531734879731391,0.084,2.265
bestowed,34,1.512,0.5531724547606129,0.628,2.843
hinder,27,1.0353333333333334,0.5531083880116888,0.049,2.353
contrast,40,1.204875,0.5529867623867681,0.3,2.787
argumentative,4,0.9715,0.5529767174122253,0.337,1.85
breast,131,0.9546030534351146,0.5529747682686992,0.026,2.565
varied,23,1.1548695652173913,0.5529682988277959,0.195,2.128
accompanying,14,1.0365,0.5529666419801985,0.371,2.687
shrieking,8,1.4755,0.5529206543438216,0.648,2.448
implore,7,0.891857142857143,0.5528863041404829,0.299,2.094
sympathize,10,1.2792,0.5528203686551356,0.607,2.141
admiration,87,1.2422528735632181,0.5527602464703386,0.116,2.898
accumulation,14,1.1667857142857143,0.5526914895790066,0.33,2.33
arrives,9,1.3682222222222222,0.5526843137065534,0.164,2.022
telemachus,11,1.763727272727273,0.5526659505456818,1.04,2.979
greece,23,1.0534347826086954,0.55264705507749,0.0,2.037
europeans,11,1.1263636363636362,0.5526360421120959,0.498,2.163
gratifying,8,1.117625,0.5526230490804741,0.272,2.099
frightening,6,1.4029999999999998,0.5526074556138381,0.601,2.246
claret,8,1.0571249999999999,0.5525980540818073,0.227,1.949
transmitting,3,1.37,0.5525438142506588,0.671,2.022
eres,3,1.2666666666666666,0.552501181496977,0.599,1.952
grenvilles,2,0.8485,0.5525,0.296,1.401
eliminating,2,0.9904999999999999,0.5525,0.438,1.543
whalebone,2,1.2885,0.5525,0.736,1.841
spherical,2,1.2205,0.5524999999999999,0.668,1.773
wolfish,2,1.0955,0.5524999999999999,0.543,1.648
trivial,26,1.261076923076923,0.5524492961820759,0.329,2.607
pompous,13,1.4496923076923076,0.5524264496279307,0.447,2.712
snatch,10,1.4451999999999998,0.5524010861683747,0.601,2.49
buzz,9,1.4134444444444443,0.5522692803557802,0.456,2.126
massacres,3,0.8806666666666668,0.5522634234574012,0.384,1.651
pebble,8,0.894,0.5522603552673322,0.045,1.956
sleek,10,1.556,0.55225700538789,0.48,2.179
olivers,9,0.8968888888888888,0.5522367536652785,0.249,1.84
swiss,15,0.7772000000000001,0.5522189420872848,0.126,1.858
beggars,16,1.2647499999999998,0.5522136701495174,0.572,2.534
classical,11,1.3070000000000002,0.5522028612747312,0.348,2.152
lazy,25,0.9548000000000001,0.5521717124228658,0.027,2.169
admirals,8,1.201125,0.5521712681541843,0.311,1.856
summed,7,0.9988571428571428,0.5521129357998696,0.053,1.871
coveted,13,1.3324615384615384,0.5520586110723857,0.353,2.505
partaken,3,1.8153333333333332,0.5520491121469377,1.132,2.484
breasts,7,1.371,0.5520139749783773,0.56,2.382
whiten,2,1.759,0.5519999999999999,1.207,2.311
beverages,5,0.68,0.5519746370984813,0.079,1.457
sensitive,57,1.0255964912280702,0.5519539727711577,0.0,2.324
typewritten,5,1.3821999999999999,0.5519436203091761,0.56,2.199
alans,3,2.3539999999999996,0.5519353826913679,1.886,3.129
hip,11,1.0037272727272726,0.5519039921299045,0.295,2.251
hurtling,5,1.3973999999999998,0.5518715792645966,0.835,2.167
camden,3,1.1153333333333333,0.5518697511390004,0.695,1.895
seniors,10,1.1389,0.551792433800972,0.252,2.053
plotting,8,1.214375,0.5517139062729884,0.561,2.377
collapse,12,1.4305833333333335,0.5516914080554656,0.406,2.311
hellenes,7,0.9134285714285716,0.5516621267051204,0.433,2.177
canons,5,1.2516,0.551653731973237,0.648,2.177
scatter,12,1.3999166666666663,0.5516518313715233,0.627,2.393
disagreement,5,1.1751999999999998,0.5516445957317083,0.633,2.167
inserted,12,1.4916666666666665,0.5515477213160154,0.779,2.368
talisman,11,0.9612727272727271,0.55150160156515,0.458,2.344
ansell,2,0.8995,0.5515000000000001,0.348,1.451
krink,2,1.0775000000000001,0.5515,0.526,1.629
bandit,11,0.5767272727272728,0.5514940189091464,0.026,1.902
ties,24,1.7116666666666667,0.5514058295746327,0.698,2.902
crucifixion,3,1.2413333333333334,0.5514038648959783,0.608,1.952
endowed,21,1.1396666666666668,0.5513618061398896,0.222,1.99
detected,20,1.2681,0.5513582229367764,0.381,2.493
womans,86,0.6419302325581395,0.551337650115453,0.013,2.2
revulsion,5,1.5315999999999999,0.5513287948221098,0.834,2.313
diego,13,1.2091538461538462,0.551287980886417,0.447,2.284
sympathy,109,0.7928807339449541,0.5512202431132314,0.077,2.648
straightway,11,2.1382727272727275,0.5511741336636133,1.42,3.058
unknowns,3,1.8603333333333334,0.5511450706382929,1.165,2.513
superficially,3,1.1373333333333333,0.5511353937302723,0.366,1.62
dense,48,0.9195208333333333,0.5511270645074863,0.126,2.697
toppled,3,0.7243333333333334,0.5510041338824562,0.136,1.461
eugenios,2,1.8599999999999999,0.551,1.309,2.411
quoits,2,1.7249999999999999,0.5509999999999999,1.174,2.276
benevolent,15,1.0880666666666667,0.55096309212949,0.166,2.379
lackey,6,1.0028333333333332,0.5509541471140972,0.021,1.906
descendants,19,1.5338421052631577,0.5509421846788698,0.689,3.115
derive,12,1.30425,0.550932561662496,0.577,2.083
injuries,12,0.9859166666666664,0.5509106791385413,0.065,1.902
pits,5,1.1144,0.5508163396269214,0.228,1.77
confirms,6,2.057,0.5508091018371671,1.16,2.951
farming,9,1.403111111111111,0.5507839754879592,0.461,2.287
gestures,17,1.035764705882353,0.5507723485531892,0.144,2.034
grunted,12,0.8623333333333333,0.5507569538573455,0.125,2.06
vacations,6,2.1345,0.5507031111830282,1.156,2.864
fishermans,3,1.0753333333333333,0.5507015727435526,0.637,1.852
malice,22,1.247,0.5506609252030278,0.265,2.254
flare,8,1.9797500000000001,0.5506173240100606,1.318,2.859
denounced,8,1.893875,0.5506056750297802,0.962,2.506
torchlight,3,1.0853333333333335,0.5505126903371277,0.318,1.583
truffles,6,1.2125000000000001,0.5505072660737549,0.501,2.065
perceives,9,1.3603333333333332,0.5505017912979233,0.461,2.033
climbers,2,0.6385000000000001,0.5505000000000001,0.088,1.189
quartzite,2,1.6055000000000001,0.5505000000000001,1.055,2.156
striped,34,0.7418529411764706,0.5504179231623988,0.037,2.51
abbesses,5,1.0378,0.550401453486453,0.45,1.856
cecil,5,1.0046,0.5504011627894694,0.369,1.878
injury,37,0.8854054054054054,0.5503508688915649,0.002,2.113
fringed,10,1.4003,0.5502941122708838,0.724,2.622
weened,4,2.06675,0.5502873681087,1.174,2.679
mystic,11,0.7790909090909092,0.5502750476799521,0.267,2.203
northumberland,11,1.5142727272727272,0.5502659011636747,0.596,2.323
fairness,5,1.2753999999999999,0.5502645182091972,0.542,2.016
perpetuate,3,1.6316666666666666,0.5502559000642842,0.922,2.263
yielding,32,1.52828125,0.5502035551942912,0.426,2.897
alexandrovna,30,0.9743999999999999,0.5501861866677498,0.182,2.055
alternatives,9,1.0525555555555557,0.5501741362940588,0.364,1.932
miniature,16,1.0178749999999999,0.5501730267606728,0.257,2.412
faculty,35,0.9913714285714286,0.5501489193567389,0.115,2.767
marked,114,0.7769385964912281,0.5501308502256168,0.0,2.247
baldness,4,1.14875,0.5501306094919642,0.574,2.015
curs,5,1.4598,0.550125222108567,0.822,2.24
joanna,7,1.6838571428571427,0.5501003619006857,0.805,2.4
involve,17,0.8879411764705882,0.5500941599172695,0.037,2.255
rocking,23,1.1602608695652175,0.5500294235126686,0.209,2.412
conical,5,1.4762,0.5500034181711965,0.633,2.313
jijii,2,1.41,0.55,0.86,1.96
controversies,7,1.216,0.5499971428497217,0.614,2.024
chimneys,15,1.1374,0.5499953696774789,0.254,2.092
tapping,4,1.11525,0.5499738061944405,0.339,1.853
modulation,3,1.5036666666666667,0.5499614127878024,0.758,2.068
hanging,81,0.8896543209876543,0.5499556920535233,0.016,2.85
hugged,8,1.206125,0.5499544157246126,0.265,2.084
lifeless,17,1.2121764705882352,0.5499334970803949,0.328,2.794
illustration,29,1.3204137931034483,0.5499164524155797,0.253,2.362
straps,11,0.7836363636363636,0.5498763948259434,0.099,2.101
rowan,7,1.195714285714286,0.5498721187137747,0.32,2.079
billion,7,0.885,0.5498329616477042,0.161,1.565
fiction,34,0.9747058823529412,0.5498242783146461,0.0,2.309
inequalities,3,1.2046666666666668,0.54981532253011,0.43,1.65
agencies,9,0.9033333333333332,0.5498135037345744,0.121,1.524
lamely,5,0.7136,0.5498074572066115,0.172,1.637
luckless,4,0.97675,0.5497760339447327,0.154,1.478
impressionable,4,1.97475,0.5497687582065756,1.276,2.688
intrigue,5,0.8400000000000001,0.5496955521013428,0.111,1.557
passages,35,1.1858571428571427,0.5496768475519902,0.217,2.279
contentment,11,1.3211818181818182,0.5496279432789584,0.255,2.547
dounia,9,0.8526666666666667,0.5496065259195284,0.163,1.984
rations,11,1.122272727272727,0.549593418464809,0.304,2.092
predominate,4,1.2377500000000001,0.5495809198835054,0.532,1.999
mis,3,1.6293333333333333,0.5495794351643406,1.029,2.357
whit,4,0.884,0.5495793846206388,0.201,1.69
handkerchiefs,6,1.4878333333333336,0.5495748103963847,0.753,2.284
conscientiously,9,1.4955555555555555,0.5494965597124357,0.514,2.252
playmate,5,1.9902000000000002,0.5494733478522866,1.465,2.719
cleaning,9,0.9987777777777779,0.549471013850347,0.323,1.974
extracting,6,1.0286666666666668,0.5494393101658777,0.128,2.018
burdensome,5,1.2164,0.5494282846741693,0.536,1.894
dealings,9,0.7682222222222221,0.5493211523280909,0.218,2.207
courted,5,1.225,0.5493133896056058,0.667,2.132
wilkins,19,0.9638421052631576,0.5492973754244593,0.124,2.075
pitiful,28,1.6203571428571428,0.5492875394730962,0.471,2.775
robed,3,2.6183333333333336,0.549278516682465,2.062,3.366
franz,4,0.7755,0.5492765696805209,0.179,1.587
satiated,3,1.9156666666666669,0.5492433178676116,1.466,2.689
appetite,41,1.027780487804878,0.5492402074438221,0.249,2.537
robins,13,1.0253846153846153,0.5492199417161564,0.197,1.906
groups,46,0.9363260869565216,0.5491995382351769,0.049,2.093
prohibit,6,1.0823333333333334,0.5491981022869212,0.419,1.98
chieftain,3,1.0236666666666665,0.5491364938600319,0.356,1.701
arbitration,4,1.9342499999999998,0.5491276604761409,1.265,2.776
arguing,6,1.0511666666666668,0.5491215459460885,0.333,1.638
instinctively,24,1.7691249999999998,0.5491008796584346,0.862,2.951
discontent,16,1.2349999999999999,0.549083896139743,0.317,2.391
toasted,4,1.44675,0.5490652852803571,0.763,2.008
divisible,7,1.3504285714285713,0.5490490108601697,0.212,2.132
convulsive,10,1.7546,0.5490432041287826,0.67,2.4
momseys,2,1.349,0.5489999999999999,0.8,1.898
thundering,8,1.1662500000000002,0.5489876478573994,0.435,2.333
jamesina,4,0.9147500000000001,0.5489687491105483,0.378,1.806
nonexistence,3,1.2123333333333333,0.5489337138691904,0.714,1.977
silverbridge,4,2.0745,0.54891916526935,1.474,2.798
grimy,6,1.0841666666666667,0.5489139023765223,0.439,1.93
trickery,3,0.8823333333333334,0.5489057802169289,0.468,1.658
chilly,11,0.9784545454545455,0.5489037610027601,0.05,1.792
meditating,8,1.17275,0.5488961081115441,0.189,1.931
rushes,12,0.888,0.5488720251570488,0.107,2.038
gentlemans,17,0.8281176470588236,0.5488628760878302,0.177,2.244
citadel,17,1.0559411764705882,0.5488258558679648,0.0,2.318
illinois,19,1.3627894736842106,0.548811210847915,0.203,2.514
rebels,27,0.8794444444444445,0.5487810960283023,0.075,2.104
pallet,4,1.2222499999999998,0.5487792702899773,0.641,1.779
zoologist,5,1.6862000000000001,0.5487540068190847,1.125,2.666
joking,16,1.150375,0.5487507260815242,0.09,2.161
cherkis,7,1.4648571428571429,0.5487024769064428,0.644,2.357
presumption,9,1.275111111111111,0.5486940949896792,0.452,2.352
mop,5,0.9410000000000001,0.5486915344708718,0.266,1.726
rodney,6,0.8770000000000001,0.5486841836004873,0.417,1.799
beware,27,1.743,0.5486237326255582,0.636,2.885
inventors,4,1.3054999999999999,0.5485624394724816,0.41,1.8
travelling,44,1.0925454545454545,0.5485534470746863,0.361,2.725
mirror,32,0.85840625,0.5485534305889788,0.017,2.096
unforgettable,2,2.3594999999999997,0.5485,1.811,2.908
paraday,2,1.1045,0.5485,0.556,1.653
forgetting,39,1.2173333333333334,0.5484961881144375,0.173,2.469
nobleness,5,1.2631999999999999,0.5484616303808316,0.341,1.898
accredited,4,1.07525,0.5484019397303405,0.37,1.827
dogged,7,1.6062857142857143,0.5484014989782875,0.869,2.416
frivolous,8,1.425,0.5483646141026972,0.714,2.411
gum,18,0.8315555555555556,0.5483576714175421,0.0,2.044
impose,16,1.380625,0.548354341986092,0.419,2.56
daley,4,0.844,0.5483406787755218,0.267,1.716
furnish,36,1.1936944444444448,0.5483305886174692,0.182,2.222
reducing,7,1.8107142857142855,0.5482777487696527,1.182,2.676
wrath,45,1.047822222222222,0.5482765437213795,0.02,2.416
freak,11,0.9189090909090908,0.548253334698718,0.126,2.089
evolving,4,1.053,0.5482449270171135,0.545,1.921
queried,29,0.8263103448275861,0.5481900062901848,0.134,2.027
linked,13,0.7958461538461539,0.5481770974580339,0.105,1.928
spontaneity,3,1.426,0.5481538713414935,0.694,2.013
chubby,5,1.0856,0.5481082374859915,0.16,1.76
bede,4,1.26575,0.5481005268196701,0.44,1.968
harbouring,4,1.008,0.5480980751653849,0.445,1.91
voyagers,4,1.787,0.5480725316963075,0.972,2.301
kinder,5,1.7692,0.5480599967156881,1.386,2.851
contraceptive,3,1.2299999999999998,0.5480334539666959,0.675,1.976
supposition,13,1.2404615384615383,0.5480158076586723,0.404,2.73
joining,25,0.9510000000000001,0.5480154012434322,0.323,2.532
readily,63,0.9089682539682541,0.5480139312403101,0.024,2.096
inquietude,2,1.665,0.548,1.117,2.213
amnesty,2,1.03,0.548,0.482,1.578
snap,14,1.2272142857142856,0.5479955915583143,0.526,2.256
surrounds,6,1.3159999999999998,0.5479312608956224,0.724,2.235
architects,5,1.1018000000000001,0.5479096275846957,0.52,1.966
outstripped,4,1.0995,0.5478400770297843,0.72,2.044
hoses,5,1.173,0.5478324561396486,0.236,1.801
industries,16,0.6441875,0.547817170544836,0.131,2.268
almighty,19,1.0428947368421053,0.5478166130661305,0.312,2.325
mountain,192,0.8174322916666666,0.5477894550666782,0.027,2.531
admonition,5,1.8028,0.5477617730364177,1.366,2.876
foundations,18,1.2135555555555557,0.5477341429544307,0.114,2.171
wonderfully,37,1.28,0.5477257648801209,0.09,2.432
arduous,17,0.9469411764705884,0.5476960804495431,0.157,2.53
training,47,1.1634893617021276,0.5476897659022493,0.126,2.395
instance,146,0.5981027397260275,0.5476210284625781,0.0,3.559
mournful,17,0.974,0.5476135391270874,0.249,1.907
across,511,0.9290665362035225,0.5475947759299491,0.035,3.174
against,1066,0.6371313320825516,0.5475586834601014,0.0,3.888
boyce,3,3.1449999999999996,0.5475569985550973,2.393,3.681
domestics,5,1.4712,0.5475189129153439,0.615,2.077
ross,7,0.8792857142857143,0.5475148306629861,0.324,1.928
brindisi,2,1.2645,0.5475000000000001,0.717,1.812
arcadius,2,1.4845000000000002,0.5475,0.937,2.032
stings,6,1.2563333333333333,0.5474996702180641,0.279,1.975
unbelievable,6,1.6526666666666667,0.5474692279530928,1.067,2.768
impassive,3,1.841,0.5474565431764121,1.438,2.615
monster,57,0.993017543859649,0.5474327160844349,0.168,3.07
knoll,13,0.8741538461538461,0.5474004083854813,0.148,2.02
communicated,26,1.2656923076923077,0.5473763133369646,0.458,2.979
lattice,6,0.7736666666666667,0.5473492689519392,0.074,1.403
undulations,4,1.0885,0.5473410728238838,0.396,1.749
ambrose,4,1.40375,0.547325942652091,0.463,1.793
horizon,55,1.2498545454545453,0.5473022239106293,0.119,2.64
sordid,8,1.304375,0.5472531264186619,0.602,1.933
peoples,69,0.7580724637681159,0.5472360939988236,0.001,2.227
piping,6,1.3726666666666667,0.5472113140480762,0.607,2.451
shocking,27,1.6812222222222222,0.547204635927225,0.469,3.075
roys,3,1.3403333333333334,0.5471479588638606,0.918,2.113
fluency,9,1.0714444444444444,0.5471063498303519,0.467,2.23
despondently,3,1.4323333333333332,0.5471028747461993,0.747,2.086
bureau,13,0.8850769230769231,0.547090129199436,0.204,2.428
ingenuity,27,1.2441851851851853,0.5470878483887165,0.338,2.522
unworthiness,2,0.735,0.547,0.188,1.282
holed,2,0.886,0.547,0.339,1.433
subs,2,0.8280000000000001,0.547,0.281,1.375
uncompromising,8,1.399625,0.5469878740657785,0.268,2.056
conceptions,20,1.00855,0.5469623821616986,0.048,2.345
diarrhoea,4,1.469,0.5469538371745828,0.682,2.192
observances,7,1.3631428571428572,0.5468422150522628,0.497,2.36
engines,31,0.7436774193548386,0.5466695874815163,0.0,1.927
lynx,7,0.8642857142857142,0.5466690600578102,0.194,1.773
glaciers,19,1.280578947368421,0.5466044770157201,0.341,2.369
scrutinized,6,0.9913333333333333,0.5465899336390632,0.193,1.716
nobles,28,0.9804285714285715,0.5465769733121787,0.144,2.158
leonard,3,0.899,0.5465497842526942,0.314,1.629
severely,24,1.1801249999999999,0.5465097828111893,0.015,2.097
alderman,2,2.1295,0.5465000000000001,1.583,2.676
awl,2,0.7415,0.5465,0.195,1.288
violinist,2,1.1905000000000001,0.5465,0.644,1.737
foundering,2,2.2365,0.5465,1.69,2.783
systematically,2,2.0135,0.5465,1.467,2.56
atom,18,1.0055555555555555,0.5464899330395576,0.142,2.17
barren,14,1.1104285714285713,0.5464820888825065,0.457,2.305
conspire,3,1.731333333333333,0.5464652067810193,0.975,2.247
meg,5,0.8575999999999999,0.5464582692209901,0.179,1.525
language,147,0.781374149659864,0.5464379546145423,0.013,2.857
fixing,16,0.88625,0.5464278886550356,0.073,1.817
temples,27,0.9878888888888888,0.5464175810124581,0.19,2.587
vine,13,0.6878461538461539,0.5463945948254226,0.11,2.118
sanity,3,1.3466666666666667,0.5463920041712016,0.767,2.079
sundry,11,1.0348181818181819,0.5463521705044064,0.304,2.092
flinging,10,1.2861999999999998,0.5463385031278685,0.277,1.983
resuming,6,1.0993333333333333,0.5463218424661013,0.622,1.91
coarseness,4,1.2687500000000003,0.546313726259921,0.892,2.21
unpleasantly,4,1.377,0.5463011989736065,0.798,2.056
uneasiness,24,1.0566250000000001,0.5462956931690016,0.189,2.463
baking,57,0.9297719298245614,0.5462479681617473,0.09,2.265
expiating,3,1.3053333333333332,0.5462022417464879,0.536,1.75
units,6,0.6233333333333333,0.54614731427417,0.023,1.673
international,13,1.3492307692307695,0.5461362402362695,0.413,2.518
listlessly,5,0.922,0.5461347818991206,0.249,1.881
rites,13,0.9454615384615385,0.5461206707150431,0.351,2.43
comprehending,14,1.1014285714285714,0.5460624917515935,0.381,2.606
ken,6,0.7414999999999999,0.5460307531021795,0.113,1.543
bail,4,0.7402500000000001,0.5460139077899023,0.226,1.651
merodach,2,2.23,0.5459999999999999,1.684,2.776
townsend,2,1.2109999999999999,0.5459999999999999,0.665,1.757
etana,5,1.5934000000000004,0.5459525986750132,0.958,2.559
paulinus,7,1.5018571428571428,0.5459297256113853,1.06,2.416
engine,53,0.5739433962264151,0.5459145836530376,0.0,2.477
exhorted,5,1.578,0.5459058526889047,0.583,2.112
coincidences,7,1.0522857142857143,0.5458968281083666,0.431,2.18
cleaving,4,1.108,0.5458768176063168,0.367,1.655
nameless,12,0.9486666666666669,0.5458765631736008,0.14,2.302
us,2440,0.3248991803278688,0.5458621610368198,0.0,3.95
kircher,16,1.1505,0.5457924284927376,0.155,2.244
trifon,11,0.812,0.5457780101503141,0.261,2.063
hannah,26,1.4536923076923076,0.545745486554561,0.152,2.444
valuables,4,0.99825,0.5457409527422328,0.625,1.94
rapids,12,1.0213333333333332,0.545738999481946,0.104,2.342
picturesqueness,3,2.0903333333333336,0.5457357928114627,1.573,2.845
april,66,0.9037727272727272,0.5457285038022652,0.011,2.328
enlisted,17,0.9660588235294116,0.5457135071023165,0.178,2.02
corollary,7,1.182,0.5456574016725146,0.294,1.888
reaches,28,0.7827142857142857,0.5456056829107353,0.163,2.466
faltering,5,1.8130000000000002,0.5455510975151641,1.169,2.601
repeal,10,1.5114,0.5455262046868142,0.841,2.55
lopped,2,1.0005,0.5455,0.455,1.546
mingo,2,0.6955,0.5455,0.15,1.241
stimulus,17,1.4965882352941176,0.5454597692420512,0.446,2.504
conducted,42,1.0990714285714287,0.5454540438438221,0.106,2.468
pocock,3,1.41,0.5454398836413291,0.797,2.122
displace,5,1.4368,0.5454221851006796,0.611,2.043
healing,13,1.2830000000000001,0.545335605913389,0.478,1.918
sweetheart,11,1.098727272727273,0.5452725908636041,0.416,2.31
signalled,4,1.236,0.545234811801301,0.583,2.007
genesis,5,1.0934000000000001,0.5452223766501152,0.315,1.857
audible,15,0.8577999999999998,0.5452070187858309,0.062,1.8
triumphal,3,1.1426666666666667,0.5451374953980774,0.731,1.913
commissions,7,1.1521428571428571,0.5451027238895773,0.061,1.702
mortification,10,1.4652999999999998,0.5450834890179669,0.463,2.427
overflowed,7,1.6712857142857145,0.5450564097374861,0.788,2.387
counties,13,1.2369999999999999,0.5450562426872182,0.282,2.459
foolishly,8,1.38175,0.5450338865611936,0.553,2.414
ancestor,9,1.1452222222222221,0.5450314522581401,0.377,2.259
rigorously,2,1.5819999999999999,0.5449999999999999,1.037,2.127
lancers,2,1.658,0.5449999999999999,1.113,2.203
braving,2,0.976,0.5449999999999999,0.431,1.521
artemus,2,0.746,0.5449999999999999,0.201,1.291
output,13,1.1263846153846153,0.5449937950898069,0.363,2.045
scrawl,3,1.0506666666666666,0.5449650345562446,0.306,1.595
cairo,5,1.5014,0.5449464560853663,0.75,2.261
fro,52,1.136923076923077,0.5448989266246415,0.0,2.551
desirous,16,1.57975,0.5448980982715943,0.497,2.674
drugged,3,1.229,0.5448687915452674,0.487,1.78
babo,6,0.5273333333333333,0.5448020027700176,0.051,1.302
deliberately,36,1.4889444444444446,0.5447664608927207,0.628,2.926
mountains,150,0.7980066666666666,0.5447261146260161,0.007,2.819
mansion,34,0.767264705882353,0.5447114351451185,0.059,2.132
swollen,21,1.522,0.5447060369287885,0.663,2.787
cuckoo,5,1.4804,0.5446641534009742,0.797,2.227
turnips,16,1.3996875000000002,0.5446573141377521,0.23,2.183
applies,15,0.8372666666666667,0.5446281259314062,0.204,1.909
disagreeable,45,1.2373333333333332,0.5445871831029445,0.337,2.434
casements,3,1.2753333333333334,0.5445550681264681,0.786,2.035
student,31,0.9781612903225807,0.5445547513439198,0.086,2.275
fluctuations,3,1.5043333333333333,0.5445464983717083,0.824,2.157
elbows,20,0.9308,0.5445462882069806,0.113,1.959
economies,4,1.9785,0.5445114782995856,1.234,2.736
pushers,2,1.3885,0.5445000000000001,0.844,1.933
pleasantness,2,0.9875,0.5445,0.443,1.532
rent,64,0.677140625,0.5444609968580021,0.0,2.158
being,1524,0.5317854330708661,0.5444227618253841,0.0,4.691
intruding,5,1.8934000000000002,0.5443673759512045,1.015,2.52
tack,7,1.0470000000000002,0.5443551886668956,0.039,1.769
leather,54,0.7403333333333332,0.5443228549035677,0.039,2.104
naomi,9,1.0824444444444443,0.5442775254328972,0.0,2.022
quitting,12,1.29225,0.5442730817337929,0.73,2.381
habitable,5,1.3602,0.5442703004941569,0.893,2.377
magical,17,1.2195882352941176,0.5442681063835153,0.026,2.385
grating,6,1.0585,0.5442468036960193,0.383,1.727
plug,4,0.87225,0.5441977466877275,0.291,1.734
railway,43,1.2579767441860463,0.5441837278821604,0.019,2.274
marines,4,1.7054999999999998,0.5441582949840974,0.936,2.381
perplex,3,1.3683333333333334,0.5441582694604781,0.882,2.128
unutterable,8,1.489375,0.5441548349275233,0.608,2.336
policemen,11,1.5243636363636364,0.5441393993733713,0.93,2.827
brisk,24,1.1655833333333332,0.5441373077838186,0.318,2.175
maggie,5,0.7086,0.5440197055254525,0.179,1.707
groundwork,2,1.258,0.544,0.714,1.802
hansen,2,1.8940000000000001,0.544,1.35,2.438
vanities,7,0.7925714285714285,0.543998124246466,0.111,2.0
flanks,10,0.9094000000000001,0.5439590425758174,0.131,1.984
shores,26,1.3657307692307692,0.5439426976107168,0.304,2.741
groan,15,1.1236666666666666,0.5439347591597933,0.102,1.982
warlike,9,1.2258888888888888,0.5439232879826681,0.11,1.815
slash,3,0.6516666666666667,0.5438813187533553,0.041,1.362
able,481,0.6117297297297297,0.5438198897467125,0.0,3.194
bottoms,10,0.8770999999999999,0.5436948500767687,0.17,1.796
panorama,6,1.3928333333333331,0.5436789544901987,0.544,2.223
asteroids,6,1.1308333333333334,0.5436443128451625,0.54,1.915
reeds,10,0.9225999999999999,0.5436331851533717,0.309,2.06
ditches,5,1.1478,0.5436106695052996,0.181,1.688
manual,11,0.6205454545454545,0.5435968365076796,0.0,1.826
behoved,5,2.7923999999999998,0.5435533460480213,2.193,3.652
unwholesome,7,1.540142857142857,0.5435527122739874,0.676,2.39
akin,9,0.868,0.5435245062450165,0.179,2.273
blown,41,0.9712682926829267,0.5435215805346106,0.006,2.686
blueskins,16,1.5823125,0.543505257420524,0.756,2.706
simeon,15,1.2994,0.5434573028306823,0.632,2.251
bishops,22,1.0804545454545456,0.5434067392823911,0.296,2.262
complains,5,1.115,0.5434044534230466,0.33,1.765
swarming,10,1.5033,0.5433926848973953,0.475,2.316
sherry,12,1.4273333333333333,0.5433464722337755,0.624,2.986
acquire,31,1.1903225806451612,0.5433259217376343,0.271,2.726
brake,26,0.8578461538461538,0.5433094239726702,0.013,2.273
victories,9,0.9947777777777779,0.5432160973268941,0.251,2.018
has,3104,0.3961649484536082,0.5431410257225424,0.0,3.957
quarters,82,0.9056951219512195,0.5430995436993559,0.032,2.274
laboured,9,1.1894444444444445,0.5430952670902246,0.379,2.036
nightingale,21,1.0339047619047617,0.5430814991686137,0.158,2.327
unclean,5,1.244,0.5430565348101429,0.249,1.705
trent,6,1.3016666666666667,0.543029976663863,0.353,1.798
embroideries,2,1.259,0.543,0.716,1.802
clergymen,2,0.633,0.5429999999999999,0.09,1.176
passingly,2,0.639,0.5429999999999999,0.096,1.182
considers,15,1.1764,0.5429873908910469,0.314,2.105
martians,9,1.445888888888889,0.5429158814411195,0.291,2.216
expend,5,1.101,0.5429036746974549,0.485,2.021
